past	-0.0653	0.2202	0.7921
past	-0.0663	0.2205	0.7885
past	0.0114	-0.0573	0.7687
past	0.0191	-0.0517	0.6664
past	0.0274	-0.0469	0.5196
past	0.0283	-0.0463	0.4996
past	0.0287	-0.0461	0.4916
past	0.0296	-0.0455	0.4715
past	0.0388	-0.0366	0.2423
velocity	0.0008	0.0012	-0.0258
new	-0.0653	0.2202	0.7921
past	-0.0663	0.2205	0.7885
past	0.0114	-0.0573	0.7687
past	0.0191	-0.0517	0.6664
past	0.0274	-0.0469	0.5196
past	0.0283	-0.0463	0.4996
past	0.0287	-0.0461	0.4916
past	0.0296	-0.0455	0.4715
past	0.0388	-0.0366	0.2423
past	0.0396	-0.0354	0.2165
velocity	0.0014	0.0024	-0.0464
new	-0.0663	0.2205	0.7885
past	0.0114	-0.0573	0.7687
past	0.0191	-0.0517	0.6664
past	0.0274	-0.0469	0.5196
past	0.0283	-0.0463	0.4996
past	0.0287	-0.0461	0.4916
past	0.0296	-0.0455	0.4715
past	0.0388	-0.0366	0.2423
past	0.0396	-0.0354	0.2165
past	0.0409	-0.0330	0.1701
velocity	0.0009	0.0019	-0.0324
new	0.0114	-0.0573	0.7687
past	0.0191	-0.0517	0.6664
past	0.0274	-0.0469	0.5196
past	0.0283	-0.0463	0.4996
past	0.0287	-0.0461	0.4916
past	0.0296	-0.0455	0.4715
past	0.0388	-0.0366	0.2423
past	0.0396	-0.0354	0.2165
past	0.0409	-0.0330	0.1701
past	0.0418	-0.0311	0.1377
velocity	0.0011	0.0020	-0.0348
new	0.1253	1.4337	0.9564
past	0.1972	0.7708	0.9877
past	0.1201	0.5341	0.9034
past	0.1278	0.5344	0.8784
past	-0.0255	0.1525	0.7743
past	-0.0212	0.1270	0.7774
past	0.0127	-0.0563	0.7565
past	0.0148	-0.0547	0.7282
past	0.0173	-0.0528	0.6920
past	0.0237	-0.0492	0.5941
velocity	0.0055	0.0035	-0.1145
new	0.1972	0.7708	0.9877
past	0.1201	0.5341	0.9034
past	0.1278	0.5344	0.8784
past	-0.0255	0.1525	0.7743
past	-0.0212	0.1270	0.7774
past	0.0127	-0.0563	0.7565
past	0.0148	-0.0547	0.7282
past	0.0173	-0.0528	0.6920
past	0.0237	-0.0492	0.5941
past	0.0292	-0.0458	0.4796
velocity	0.0018	0.0014	-0.0442
new	0.1201	0.5341	0.9034
past	0.1278	0.5344	0.8784
past	-0.0255	0.1525	0.7743
past	-0.0212	0.1270	0.7774
past	0.0127	-0.0563	0.7565
past	0.0148	-0.0547	0.7282
past	0.0173	-0.0528	0.6920
past	0.0237	-0.0492	0.5941
past	0.0292	-0.0458	0.4796
past	0.0310	-0.0443	0.4354
velocity	0.0005	0.0004	-0.0120
new	0.1278	0.5344	0.8784
past	-0.0255	0.1525	0.7743
past	-0.0212	0.1270	0.7774
past	0.0127	-0.0563	0.7565
past	0.0148	-0.0547	0.7282
past	0.0173	-0.0528	0.6920
past	0.0237	-0.0492	0.5941
past	0.0292	-0.0458	0.4796
past	0.0310	-0.0443	0.4354
past	0.0316	-0.0439	0.4234
velocity	0.0005	0.0004	-0.0120
new	-0.0255	0.1525	0.7743
past	-0.0212	0.1270	0.7774
past	0.0127	-0.0563	0.7565
past	0.0148	-0.0547	0.7282
past	0.0173	-0.0528	0.6920
past	0.0237	-0.0492	0.5941
past	0.0292	-0.0458	0.4796
past	0.0310	-0.0443	0.4354
past	0.0316	-0.0439	0.4234
past	0.0321	-0.0435	0.4114
velocity	0.0009	0.0007	-0.0198
new	-0.0212	0.1270	0.7774
past	0.0127	-0.0563	0.7565
past	0.0148	-0.0547	0.7282
past	0.0173	-0.0528	0.6920
past	0.0237	-0.0492	0.5941
past	0.0292	-0.0458	0.4796
past	0.0310	-0.0443	0.4354
past	0.0316	-0.0439	0.4234
past	0.0321	-0.0435	0.4114
past	0.0330	-0.0428	0.3916
velocity	0.0004	0.0002	-0.0079
new	0.0127	-0.0563	0.7565
past	0.0148	-0.0547	0.7282
past	0.0173	-0.0528	0.6920
past	0.0237	-0.0492	0.5941
past	0.0292	-0.0458	0.4796
past	0.0310	-0.0443	0.4354
past	0.0316	-0.0439	0.4234
past	0.0321	-0.0435	0.4114
past	0.0330	-0.0428	0.3916
past	0.0333	-0.0426	0.3837
velocity	0.0032	0.0029	-0.0736
new	0.0148	-0.0547	0.7282
past	0.0173	-0.0528	0.6920
past	0.0237	-0.0492	0.5941
past	0.0292	-0.0458	0.4796
past	0.0310	-0.0443	0.4354
past	0.0316	-0.0439	0.4234
past	0.0321	-0.0435	0.4114
past	0.0330	-0.0428	0.3916
past	0.0333	-0.0426	0.3837
past	0.0365	-0.0397	0.3101
velocity	0.0002	0.0002	-0.0038
new	0.0173	-0.0528	0.6920
past	0.0237	-0.0492	0.5941
past	0.0292	-0.0458	0.4796
past	0.0310	-0.0443	0.4354
past	0.0316	-0.0439	0.4234
past	0.0321	-0.0435	0.4114
past	0.0330	-0.0428	0.3916
past	0.0333	-0.0426	0.3837
past	0.0365	-0.0397	0.3101
past	0.0367	-0.0395	0.3063
velocity	0.0027	0.0037	-0.0825
new	0.0237	-0.0492	0.5941
past	0.0292	-0.0458	0.4796
past	0.0310	-0.0443	0.4354
past	0.0316	-0.0439	0.4234
past	0.0321	-0.0435	0.4114
past	0.0330	-0.0428	0.3916
past	0.0333	-0.0426	0.3837
past	0.0365	-0.0397	0.3101
past	0.0367	-0.0395	0.3063
past	0.0394	-0.0358	0.2238
velocity	0.0030	0.0060	-0.1097
new	0.1251	1.4331	0.9636
past	0.1245	1.4321	0.9742
past	0.1707	1.1778	1.0092
past	0.1274	0.5343	0.8796
past	-0.0669	0.2209	0.7845
past	0.0119	-0.0569	0.7639
past	0.0152	-0.0544	0.7231
past	0.0189	-0.0519	0.6697
past	0.0194	-0.0516	0.6630
past	0.0260	-0.0477	0.5474
velocity	0.0058	0.0040	-0.1280
new	0.1245	1.4321	0.9742
past	0.1707	1.1778	1.0092
past	0.1274	0.5343	0.8796
past	-0.0669	0.2209	0.7845
past	0.0119	-0.0569	0.7639
past	0.0152	-0.0544	0.7231
past	0.0189	-0.0519	0.6697
past	0.0194	-0.0516	0.6630
past	0.0260	-0.0477	0.5474
past	0.0317	-0.0438	0.4194
velocity	0.0007	0.0005	-0.0159
new	0.1707	1.1778	1.0092
past	0.1274	0.5343	0.8796
past	-0.0669	0.2209	0.7845
past	0.0119	-0.0569	0.7639
past	0.0152	-0.0544	0.7231
past	0.0189	-0.0519	0.6697
past	0.0194	-0.0516	0.6630
past	0.0260	-0.0477	0.5474
past	0.0317	-0.0438	0.4194
past	0.0324	-0.0433	0.4035
velocity	0.0023	0.0018	-0.0511
new	0.1274	0.5343	0.8796
past	-0.0669	0.2209	0.7845
past	0.0119	-0.0569	0.7639
past	0.0152	-0.0544	0.7231
past	0.0189	-0.0519	0.6697
past	0.0194	-0.0516	0.6630
past	0.0260	-0.0477	0.5474
past	0.0317	-0.0438	0.4194
past	0.0324	-0.0433	0.4035
past	0.0348	-0.0414	0.3524
velocity	0.0002	0.0001	-0.0039
new	-0.0669	0.2209	0.7845
past	0.0119	-0.0569	0.7639
past	0.0152	-0.0544	0.7231
past	0.0189	-0.0519	0.6697
past	0.0194	-0.0516	0.6630
past	0.0260	-0.0477	0.5474
past	0.0317	-0.0438	0.4194
past	0.0324	-0.0433	0.4035
past	0.0348	-0.0414	0.3524
past	0.0349	-0.0413	0.3485
velocity	0.0018	0.0018	-0.0423
new	0.0119	-0.0569	0.7639
past	0.0152	-0.0544	0.7231
past	0.0189	-0.0519	0.6697
past	0.0194	-0.0516	0.6630
past	0.0260	-0.0477	0.5474
past	0.0317	-0.0438	0.4194
past	0.0324	-0.0433	0.4035
past	0.0348	-0.0414	0.3524
past	0.0349	-0.0413	0.3485
past	0.0367	-0.0395	0.3063
velocity	0.0012	0.0015	-0.0340
new	0.0152	-0.0544	0.7231
past	0.0189	-0.0519	0.6697
past	0.0194	-0.0516	0.6630
past	0.0260	-0.0477	0.5474
past	0.0317	-0.0438	0.4194
past	0.0324	-0.0433	0.4035
past	0.0348	-0.0414	0.3524
past	0.0349	-0.0413	0.3485
past	0.0367	-0.0395	0.3063
past	0.0378	-0.0380	0.2723
velocity	0.0038	0.0066	-0.1283
new	0.0189	-0.0519	0.6697
past	0.0194	-0.0516	0.6630
past	0.0260	-0.0477	0.5474
past	0.0317	-0.0438	0.4194
past	0.0324	-0.0433	0.4035
past	0.0348	-0.0414	0.3524
past	0.0349	-0.0413	0.3485
past	0.0367	-0.0395	0.3063
past	0.0378	-0.0380	0.2723
past	0.0417	-0.0314	0.1439
velocity	0.0008	0.0016	-0.0298
new	0.0194	-0.0516	0.6630
past	0.0260	-0.0477	0.5474
past	0.0317	-0.0438	0.4194
past	0.0324	-0.0433	0.4035
past	0.0348	-0.0414	0.3524
past	0.0349	-0.0413	0.3485
past	0.0367	-0.0395	0.3063
past	0.0378	-0.0380	0.2723
past	0.0417	-0.0314	0.1439
past	0.0424	-0.0298	0.1141
velocity	0.0070	0.0018	-0.0361
new	0.0260	-0.0477	0.5474
past	0.0317	-0.0438	0.4194
past	0.0324	-0.0433	0.4035
past	0.0348	-0.0414	0.3524
past	0.0349	-0.0413	0.3485
past	0.0367	-0.0395	0.3063
past	0.0378	-0.0380	0.2723
past	0.0417	-0.0314	0.1439
past	0.0424	-0.0298	0.1141
past	0.0494	-0.0280	0.0780
velocity	0.0000	0.0000	0.0000
new	0.1257	1.4351	0.9440
past	0.1251	1.4331	0.9636
past	0.1675	1.2015	1.0085
past	0.1861	1.0046	1.0065
past	0.1160	0.5341	0.9150
past	0.1209	0.5341	0.9010
past	0.1236	0.5342	0.8928
past	0.1254	0.5343	0.8868
past	0.1268	0.5343	0.8820
past	-0.0647	0.2201	0.7940
velocity	0.0762	-0.2773	-0.0264
new	0.1251	1.4331	0.9636
past	0.1675	1.2015	1.0085
past	0.1861	1.0046	1.0065
past	0.1160	0.5341	0.9150
past	0.1209	0.5341	0.9010
past	0.1236	0.5342	0.8928
past	0.1254	0.5343	0.8868
past	0.1268	0.5343	0.8820
past	-0.0647	0.2201	0.7940
past	0.0115	-0.0572	0.7676
velocity	0.0030	0.0022	-0.0346
new	0.1675	1.2015	1.0085
past	0.1861	1.0046	1.0065
past	0.1160	0.5341	0.9150
past	0.1209	0.5341	0.9010
past	0.1236	0.5342	0.8928
past	0.1254	0.5343	0.8868
past	0.1268	0.5343	0.8820
past	-0.0647	0.2201	0.7940
past	0.0115	-0.0572	0.7676
past	0.0145	-0.0550	0.7329
velocity	0.0030	0.0024	-0.0439
new	0.1861	1.0046	1.0065
past	0.1160	0.5341	0.9150
past	0.1209	0.5341	0.9010
past	0.1236	0.5342	0.8928
past	0.1254	0.5343	0.8868
past	0.1268	0.5343	0.8820
past	-0.0647	0.2201	0.7940
past	0.0115	-0.0572	0.7676
past	0.0145	-0.0550	0.7329
past	0.0176	-0.0526	0.6890
velocity	0.0012	0.0006	-0.0160
new	0.1160	0.5341	0.9150
past	0.1209	0.5341	0.9010
past	0.1236	0.5342	0.8928
past	0.1254	0.5343	0.8868
past	0.1268	0.5343	0.8820
past	-0.0647	0.2201	0.7940
past	0.0115	-0.0572	0.7676
past	0.0145	-0.0550	0.7329
past	0.0176	-0.0526	0.6890
past	0.0187	-0.0520	0.6730
velocity	0.0016	0.0008	-0.0238
new	0.1209	0.5341	0.9010
past	0.1236	0.5342	0.8928
past	0.1254	0.5343	0.8868
past	0.1268	0.5343	0.8820
past	-0.0647	0.2201	0.7940
past	0.0115	-0.0572	0.7676
past	0.0145	-0.0550	0.7329
past	0.0176	-0.0526	0.6890
past	0.0187	-0.0520	0.6730
past	0.0203	-0.0512	0.6492
velocity	0.0013	0.0007	-0.0178
new	0.1236	0.5342	0.8928
past	0.1254	0.5343	0.8868
past	0.1268	0.5343	0.8820
past	-0.0647	0.2201	0.7940
past	0.0115	-0.0572	0.7676
past	0.0145	-0.0550	0.7329
past	0.0176	-0.0526	0.6890
past	0.0187	-0.0520	0.6730
past	0.0203	-0.0512	0.6492
past	0.0216	-0.0504	0.6314
velocity	0.0033	0.0020	-0.0604
new	0.1254	0.5343	0.8868
past	0.1268	0.5343	0.8820
past	-0.0647	0.2201	0.7940
past	0.0115	-0.0572	0.7676
past	0.0145	-0.0550	0.7329
past	0.0176	-0.0526	0.6890
past	0.0187	-0.0520	0.6730
past	0.0203	-0.0512	0.6492
past	0.0216	-0.0504	0.6314
past	0.0249	-0.0484	0.5710
velocity	0.0043	0.0026	-0.0914
new	0.1268	0.5343	0.8820
past	-0.0647	0.2201	0.7940
past	0.0115	-0.0572	0.7676
past	0.0145	-0.0550	0.7329
past	0.0176	-0.0526	0.6890
past	0.0187	-0.0520	0.6730
past	0.0203	-0.0512	0.6492
past	0.0216	-0.0504	0.6314
past	0.0249	-0.0484	0.5710
past	0.0292	-0.0458	0.4796
velocity	0.0077	0.0066	-0.1809
new	-0.0647	0.2201	0.7940
past	0.0115	-0.0572	0.7676
past	0.0145	-0.0550	0.7329
past	0.0176	-0.0526	0.6890
past	0.0187	-0.0520	0.6730
past	0.0203	-0.0512	0.6492
past	0.0216	-0.0504	0.6314
past	0.0249	-0.0484	0.5710
past	0.0292	-0.0458	0.4796
past	0.0369	-0.0392	0.2987
velocity	0.0120	0.0112	-0.2218
new	0.1240	1.4313	0.9809
past	0.1864	0.9982	1.0061
past	0.1878	0.9695	1.0046
past	0.1925	0.8542	0.9959
past	0.1061	0.5348	0.9394
past	0.1066	0.5348	0.9383
past	0.1125	0.5342	0.9242
past	0.1169	0.5340	0.9127
past	0.1232	0.5342	0.8940
past	-0.0403	0.2184	0.8209
velocity	-0.0256	0.0019	-0.0306
new	0.1864	0.9982	1.0061
past	0.1878	0.9695	1.0046
past	0.1925	0.8542	0.9959
past	0.1061	0.5348	0.9394
past	0.1066	0.5348	0.9383
past	0.1125	0.5342	0.9242
past	0.1169	0.5340	0.9127
past	0.1232	0.5342	0.8940
past	-0.0403	0.2184	0.8209
past	-0.0659	0.2203	0.7903
velocity	0.0859	-0.2716	-0.1376
new	0.1878	0.9695	1.0046
past	0.1925	0.8542	0.9959
past	0.1061	0.5348	0.9394
past	0.1066	0.5348	0.9383
past	0.1125	0.5342	0.9242
past	0.1169	0.5340	0.9127
past	0.1232	0.5342	0.8940
past	-0.0403	0.2184	0.8209
past	-0.0659	0.2203	0.7903
past	0.0200	-0.0512	0.6527
velocity	0.0019	0.0011	-0.0286
new	0.1925	0.8542	0.9959
past	0.1061	0.5348	0.9394
past	0.1066	0.5348	0.9383
past	0.1125	0.5342	0.9242
past	0.1169	0.5340	0.9127
past	0.1232	0.5342	0.8940
past	-0.0403	0.2184	0.8209
past	-0.0659	0.2203	0.7903
past	0.0200	-0.0512	0.6527
past	0.0220	-0.0502	0.6241
velocity	0.0035	0.0021	-0.0649
new	0.1061	0.5348	0.9394
past	0.1066	0.5348	0.9383
past	0.1125	0.5342	0.9242
past	0.1169	0.5340	0.9127
past	0.1232	0.5342	0.8940
past	-0.0403	0.2184	0.8209
past	-0.0659	0.2203	0.7903
past	0.0200	-0.0512	0.6527
past	0.0220	-0.0502	0.6241
past	0.0255	-0.0481	0.5592
velocity	0.0047	0.0031	-0.1037
new	0.1066	0.5348	0.9383
past	0.1125	0.5342	0.9242
past	0.1169	0.5340	0.9127
past	0.1232	0.5342	0.8940
past	-0.0403	0.2184	0.8209
past	-0.0659	0.2203	0.7903
past	0.0200	-0.0512	0.6527
past	0.0220	-0.0502	0.6241
past	0.0255	-0.0481	0.5592
past	0.0302	-0.0450	0.4555
velocity	0.0028	0.0022	-0.0639
new	0.1125	0.5342	0.9242
past	0.1169	0.5340	0.9127
past	0.1232	0.5342	0.8940
past	-0.0403	0.2184	0.8209
past	-0.0659	0.2203	0.7903
past	0.0200	-0.0512	0.6527
past	0.0220	-0.0502	0.6241
past	0.0255	-0.0481	0.5592
past	0.0302	-0.0450	0.4555
past	0.0330	-0.0428	0.3916
velocity	0.0012	0.0008	-0.0275
new	0.1169	0.5340	0.9127
past	0.1232	0.5342	0.8940
past	-0.0403	0.2184	0.8209
past	-0.0659	0.2203	0.7903
past	0.0200	-0.0512	0.6527
past	0.0220	-0.0502	0.6241
past	0.0255	-0.0481	0.5592
past	0.0302	-0.0450	0.4555
past	0.0330	-0.0428	0.3916
past	0.0342	-0.0420	0.3641
velocity	0.0011	0.0010	-0.0233
new	0.1232	0.5342	0.8940
past	-0.0403	0.2184	0.8209
past	-0.0659	0.2203	0.7903
past	0.0200	-0.0512	0.6527
past	0.0220	-0.0502	0.6241
past	0.0255	-0.0481	0.5592
past	0.0302	-0.0450	0.4555
past	0.0330	-0.0428	0.3916
past	0.0342	-0.0420	0.3641
past	0.0353	-0.0409	0.3408
velocity	0.0038	0.0047	-0.1096
new	-0.0403	0.2184	0.8209
past	-0.0659	0.2203	0.7903
past	0.0200	-0.0512	0.6527
past	0.0220	-0.0502	0.6241
past	0.0255	-0.0481	0.5592
past	0.0302	-0.0450	0.4555
past	0.0330	-0.0428	0.3916
past	0.0342	-0.0420	0.3641
past	0.0353	-0.0409	0.3408
past	0.0391	-0.0362	0.2312
velocity	0.0031	0.0057	-0.1057
new	0.1861	1.0046	1.0065
past	0.1147	0.5341	0.9185
past	0.1193	0.5341	0.9057
past	0.1319	0.5347	0.8627
past	0.0116	-0.0571	0.7664
past	0.0118	-0.0570	0.7651
past	0.0136	-0.0557	0.7459
past	0.0154	-0.0542	0.7205
past	0.0227	-0.0499	0.6130
past	0.0255	-0.0481	0.5592
velocity	0.0000	0.0000	0.0000
new	0.1147	0.5341	0.9185
past	0.1193	0.5341	0.9057
past	0.1319	0.5347	0.8627
past	0.0116	-0.0571	0.7664
past	0.0118	-0.0570	0.7651
past	0.0136	-0.0557	0.7459
past	0.0154	-0.0542	0.7205
past	0.0227	-0.0499	0.6130
past	0.0255	-0.0481	0.5592
past	0.0255	-0.0481	0.5592
velocity	0.0025	0.0016	-0.0516
new	0.1193	0.5341	0.9057
past	0.1319	0.5347	0.8627
past	0.0116	-0.0571	0.7664
past	0.0118	-0.0570	0.7651
past	0.0136	-0.0557	0.7459
past	0.0154	-0.0542	0.7205
past	0.0227	-0.0499	0.6130
past	0.0255	-0.0481	0.5592
past	0.0255	-0.0481	0.5592
past	0.0280	-0.0465	0.5076
velocity	0.0002	0.0001	-0.0040
new	0.1319	0.5347	0.8627
past	0.0116	-0.0571	0.7664
past	0.0118	-0.0570	0.7651
past	0.0136	-0.0557	0.7459
past	0.0154	-0.0542	0.7205
past	0.0227	-0.0499	0.6130
past	0.0255	-0.0481	0.5592
past	0.0255	-0.0481	0.5592
past	0.0280	-0.0465	0.5076
past	0.0281	-0.0465	0.5036
velocity	0.0000	0.0000	0.0000
new	0.0116	-0.0571	0.7664
past	0.0118	-0.0570	0.7651
past	0.0136	-0.0557	0.7459
past	0.0154	-0.0542	0.7205
past	0.0227	-0.0499	0.6130
past	0.0255	-0.0481	0.5592
past	0.0255	-0.0481	0.5592
past	0.0280	-0.0465	0.5076
past	0.0281	-0.0465	0.5036
past	0.0281	-0.0465	0.5036
velocity	0.0019	0.0013	-0.0442
new	0.0118	-0.0570	0.7651
past	0.0136	-0.0557	0.7459
past	0.0154	-0.0542	0.7205
past	0.0227	-0.0499	0.6130
past	0.0255	-0.0481	0.5592
past	0.0255	-0.0481	0.5592
past	0.0280	-0.0465	0.5076
past	0.0281	-0.0465	0.5036
past	0.0281	-0.0465	0.5036
past	0.0300	-0.0451	0.4595
velocity	0.0021	0.0016	-0.0481
new	0.0136	-0.0557	0.7459
past	0.0154	-0.0542	0.7205
past	0.0227	-0.0499	0.6130
past	0.0255	-0.0481	0.5592
past	0.0255	-0.0481	0.5592
past	0.0280	-0.0465	0.5076
past	0.0281	-0.0465	0.5036
past	0.0281	-0.0465	0.5036
past	0.0300	-0.0451	0.4595
past	0.0321	-0.0435	0.4114
velocity	0.0043	0.0036	-0.0975
new	0.0154	-0.0542	0.7205
past	0.0227	-0.0499	0.6130
past	0.0255	-0.0481	0.5592
past	0.0255	-0.0481	0.5592
past	0.0280	-0.0465	0.5076
past	0.0281	-0.0465	0.5036
past	0.0281	-0.0465	0.5036
past	0.0300	-0.0451	0.4595
past	0.0321	-0.0435	0.4114
past	0.0364	-0.0399	0.3139
velocity	0.0024	0.0033	-0.0716
new	0.0227	-0.0499	0.6130
past	0.0255	-0.0481	0.5592
past	0.0255	-0.0481	0.5592
past	0.0280	-0.0465	0.5076
past	0.0281	-0.0465	0.5036
past	0.0281	-0.0465	0.5036
past	0.0300	-0.0451	0.4595
past	0.0321	-0.0435	0.4114
past	0.0364	-0.0399	0.3139
past	0.0388	-0.0366	0.2423
velocity	0.0002	0.0003	-0.0074
new	0.0255	-0.0481	0.5592
past	0.0255	-0.0481	0.5592
past	0.0280	-0.0465	0.5076
past	0.0281	-0.0465	0.5036
past	0.0281	-0.0465	0.5036
past	0.0300	-0.0451	0.4595
past	0.0321	-0.0435	0.4114
past	0.0364	-0.0399	0.3139
past	0.0388	-0.0366	0.2423
past	0.0390	-0.0363	0.2350
velocity	0.0174	0.0104	-0.1582
new	0.1254	1.4342	0.9507
past	0.1251	1.4332	0.9621
past	0.1251	1.4331	0.9636
past	0.1878	0.9695	1.0046
past	0.1932	0.8413	0.9948
past	0.1043	0.5351	0.9435
past	-0.0647	0.2201	0.7940
past	0.0136	-0.0557	0.7459
past	0.0189	-0.0519	0.6697
past	0.0194	-0.0516	0.6630
velocity	0.0017	0.0009	-0.0244
